cap-diameter,stem-height,stem-width
3.360084135,2.520815287,4.074483242
3.471557095,2.547835896,4.179164095
3.223790536,2.501600042,3.977510317
3.39670994,2.5417241,4.0987479
3.49706647,2.495078897,3.943547801
3.501670924,2.506222006,4.167985194
3.549410536,2.572613,4.123929333
3.322787822,2.447697101,3.969061548
3.296266472,2.52486667,4.022899546
3.437441869,2.488970086,3.950863277
3.429121724,2.492735495,4.048819087
3.85630268,2.537326308,4.195844414
3.487826714,2.527554914,4.205802454
3.368689132,2.467900514,3.976305042
3.320276883,2.553033273,4.121650065
3.776077414,2.593709698,4.282007785
3.56061738,2.567556862,4.275560451
3.556141872,2.587569477,4.219022007
3.701101068,2.551737471,4.255040783
3.048972697,2.46057449,3.948427096
3.826938042,2.568402047,4.169105214
3.820028203,2.562038593,4.152254843
3.742510823,2.554326727,4.389311906
3.684308053,2.522168295,4.0987479
3.546036692,2.531568445,4.208010287
3.523403457,2.571352326,4.23436221
3.658865705,2.481856355,4.052333652
3.384574176,2.522618731,4.174698204
3.567312682,2.585098463,4.215723279
3.599374165,2.56797958,4.205802454
3.376036055,2.536001679,4.11594323
3.630952206,2.549572562,4.204697849
3.548286528,2.551737471,4.107932766
3.590578605,2.542162395,4.247441
3.21983317,2.559477223,4.131891247
3.3723659,2.505299992,3.85914613
3.723976292,2.59248589,4.235454564
3.550533937,2.52486667,4.14548445
3.401544156,2.510814391,4.149999977
3.54378442,2.556477287,4.067508922
3.185204232,2.456636633,3.973892802
3.524540992,2.497880926,4.09299097
3.725010239,2.573032729,4.221218887
3.154061992,2.507142838,3.892992782
3.701101068,2.562464595,4.266939777
3.424352181,2.546094997,4.140961174
3.145857144,2.484235424,3.958158018
3.608132939,2.550006069,4.189184885
3.654595329,2.502526819,4.053504121
3.838732029,2.603022824,4.196952711
3.789157047,2.529341485,4.155633533
3.741485353,2.587569477,4.217922886
3.453981846,2.503914745,4.175815384
3.297537303,2.48090252,4.062849004
3.744560281,2.587569477,4.189184885
3.458683249,2.547835896,4.201381272
3.384574176,2.515377557,4.034713191
3.475054246,2.483284741,3.91777835
3.394288542,2.49694813,4.057012378
3.376036055,2.496481278,4.123929333
3.518847072,2.501600042,4.026449283
3.356385127,2.605432377,4.262618998
3.298807337,2.486606652,4.122789946
3.479707921,2.547835896,4.164622284
3.483191309,2.533788496,4.09299097
3.457508903,2.530233101,4.073322148
3.704234985,2.550006069,4.160131734
3.226424448,2.509898263,3.947208139
3.526814195,2.490855256,4.072160537
3.555021492,2.503914745,4.095295261
3.425545606,2.557764519,4.14548445
3.779102902,2.48376024,4.045299773
3.399128475,2.562890342,4.119368818
3.552778923,2.558621385,4.080280988
3.377257974,2.437125866,3.842687725
3.430312381,2.538208034,4.121650065
3.509704173,2.527554914,4.13982914
3.408774147,2.548704757,4.164622284
3.736350579,2.547835896,4.0987479
3.608132939,2.546094997,4.265860237
3.526814195,2.496014121,4.007460998
3.878547657,2.574290435,4.302322625
3.638503872,2.583446337,4.270175786
3.791162216,2.540846704,4.184735882
3.722941841,2.584685791,4.214622793
3.322787822,2.561185824,4.301257248
3.605946675,2.499277853,4.003885163
3.672685017,2.538648489,4.097597526
3.615766962,2.575127673,4.199167916
3.555021492,2.474671591,4.042950918
3.452804816,2.521717576,4.012221115
3.665255097,2.562890342,4.220120674
3.415978716,2.44619636,3.912840397
3.650316282,2.545659109,4.182508575
3.552778923,2.559477223,4.201381272
3.788153757,2.564590795,4.204697849
3.741485353,2.498812513,3.954513231
3.762917209,2.525763873,4.01697251
3.85241046,2.596557078,4.222316646
3.31020191,2.461555605,4.018159001
3.617943018,2.585510895,4.243088529
3.480869703,2.555187728,4.096446646
3.530219342,2.559049432,4.140961174
3.367462068,2.547401069,4.161255088
3.369915458,2.49694813,4.011031905
3.623373309,2.55561784,4.103344355
3.570652294,2.550872295,4.105639564
3.465715307,2.495078897,4.073322148
3.348966889,2.531568445,4.160131734
3.476218648,2.521266574,4.117085589
3.921419519,2.566287202,4.269097552
3.757833901,2.568402047,4.194735654
3.510849242,2.491325777,3.937435632
3.519987106,2.580960932,4.176932092
3.534750875,2.563315836,4.199167916
3.449269686,2.485184854,4.170224759
3.143114648,2.517194722,4.077963433
3.393076767,2.510814391,4.06051592
3.585062547,2.542600421,3.990731361
3.615766962,2.563741076,4.224510808
3.823979404,2.502526819,4.121650065
3.597178737,2.505761147,4.094143369
3.394288542,2.492265896,4.133026698
3.791162216,2.544786533,4.09989777
3.849486674,2.588391244,4.238728941
3.605946675,2.527554914,4.111368816
3.503969318,2.556906622,4.233269408
3.490140524,2.537326308,4.140961174
3.639580471,2.589212063,4.19362643
3.80415024,2.606233746,4.268018882
3.54265737,2.569667949,3.954513231
3.763932418,2.516286715,4.024083331
3.405162342,2.479947419,4.061682723
3.551656732,2.517648294,3.971478306
3.553900509,2.553895836,4.103344355
3.644955221,2.576381688,4.231082458
3.727076625,2.576381688,4.180279391
3.087452237,2.490384427,4.028813082
3.431502348,2.512643143,3.93376134
3.469222364,2.52486667,4.049991135
3.80415024,2.532901302,4.212420453
3.321532741,2.547835896,4.152254843
3.490140524,2.528448757,4.11594323
3.649245161,2.5417241,4.305516219
3.583957587,2.552169667,4.164622284
3.516565122,2.4708102,3.994325397
3.483191309,2.508521873,3.955728733
3.679032778,2.550439314,4.112513167
3.604852688,2.534231681,4.221218887
3.443364278,2.50206358,4.073322148
3.555021492,2.491325777,4.018159001
3.783130235,2.575545924,4.183622463
3.553900509,2.536885038,4.110223966
3.68536153,2.577216472,4.195844414
3.546036692,2.490384427,4.04764651
3.342764299,2.541285537,3.997914447
3.39670994,2.50020763,4.062849004
3.894843613,2.607034212,4.282007785
3.141741979,2.523068884,4.020530355
3.371141047,2.453669072,3.96543216
3.486668837,2.510356473,4.014597901
3.619030201,2.556047693,4.270175786
2.984601226,2.477554108,3.88800671
3.823979404,2.609430203,4.358192397
3.619030201,2.546094997,4.052333652
3.733263754,2.517648294,4.077963433
3.6255415,2.563741076,4.215723279
3.209241818,2.48849802,3.967852319
3.630952206,2.554326727,4.176932092
3.522265298,2.50668257,4.081438996
3.240849479,2.553895836,4.146614057
3.929893097,2.580130531,4.298058581
3.747630774,2.543912891,4.182508575
3.591680074,2.521266574,4.127344534
3.477382394,2.462535386,3.944768492
3.436255337,2.432547587,3.927625813
3.710488952,2.522168295,4.053504121
3.632032677,2.548270459,4.062849004
3.633112594,2.578883109,4.17134383
3.531353152,2.575545924,4.211318597
3.715686539,2.547401069,4.174698204
3.443364278,2.548270459,4.117085589
3.344006331,2.481379596,3.99312794
3.399128475,2.559904757,4.202487258
3.599374165,2.556906622,4.154507784
3.593881273,2.50943976,4.0987479
3.797166479,2.506222006,4.231082458
3.534750875,2.499277853,4.179164095
3.431502348,2.514011654,4.058180748
3.368689132,2.503452401,4.135296132
3.703190861,2.59289406,4.243088529
3.14448637,2.462045662,3.985931531
3.264233,2.545222954,3.884260758
3.679032778,2.496481278,4.040599942
3.273253752,2.445695419,3.857883874
3.610316926,2.50668257,4.11594323
3.581745914,2.594931401,4.182508575
3.68325405,2.526659953,4.126206626
3.747630774,2.545222954,4.053504121
3.582852043,2.516740862,4.061682723
3.19859412,2.473708183,4.072160537
3.47039006,2.543475669,4.079122467
3.556141872,2.495546661,4.034713191
3.874695395,2.568402047,4.256124702
3.734293193,2.508980963,4.117085589
3.088863069,2.44619636,3.987132324
3.51428066,2.496481278,3.855357482
3.436255337,2.495546661,3.973892802
3.391864274,2.536001679,4.09989777
3.494760396,2.498346871,4.090684651
3.456333888,2.482808927,4.104492211
3.949537269,2.563315836,4.172462427
3.319020247,2.496014121,4.04764651
3.289900305,2.484710296,3.975099204
3.401544156,2.54653062,4.169105214
3.486668837,2.562038593,4.185848834
3.490140524,2.52889526,4.094143369
3.673744303,2.551305014,4.246353548
3.62011682,2.536885038,4.155633533
3.544910861,2.540846704,4.204697849
3.616855272,2.559477223,4.174698204
3.659931949,2.556906622,4.251786383
3.621202878,2.573871447,4.151127651
3.744560281,2.5526016,4.03706949
3.389437129,2.477074489,3.956943662
3.586166923,2.596151007,4.271253586
3.67056485,2.523968341,4.189184885
3.368689132,2.513555774,4.094143369
3.687466911,2.529341485,4.154507784
3.743535798,2.545222954,4.170224759
3.689570199,2.523068884,4.09989777
3.262941019,2.435094652,3.91777835
3.733263754,2.595744705,4.128481949
3.540401437,2.577633497,4.14887182
3.521126514,2.538648489,4.182508575
3.388222475,2.534674591,4.198060544
3.669503967,2.519459718,4.152254843
2.332537347,1.774494925,3.64044722
2.663187879,2.012322383,4.104492211
2.127160832,1.851548847,3.511852235
2.254984613,1.764612005,3.539264788
2.491842923,1.956289761,3.818439536
2.230597325,1.86694969,3.779673368
2.372152269,1.819792027,3.408098537
2.212647556,1.86476835,3.926396945
2.6997886,1.945553877,4.01340978
2.460687613,1.709228654,3.365311874
2.239504328,1.859287788,3.633553369
2.283380458,1.805771819,3.475306035
2.345141921,1.899991641,3.720381111
2.598726783,1.921592285,3.905415572
2.434976091,1.87990933,3.634933677
2.645504352,1.936656158,3.909130676
2.370088879,1.964003747,4.040599942
2.12004296,1.843731368,3.469407206
2.71867959,2.008712867,4.025266576
2.684189926,1.980140867,4.001498529
2.698061795,1.97164035,3.999109693
2.378328307,1.897902304,3.392905186
2.571194076,1.92361804,4.026449283
2.486041609,1.897902304,3.612755673
2.22836355,1.904153302,3.670554316
2.330427946,1.905190194,3.9823258
2.708398922,1.95919167,3.843957548
2.505308284,2.00690164,3.9823258
2.100918493,1.915482623,3.752177852
2.252781402,1.947517134,3.963009726
2.270331015,1.882048176,3.696265441
2.400794688,1.868038045,3.88675867
2.029768278,1.811644488,3.44118957
2.281212184,1.895807258,3.900453695
2.324084805,1.87990933,4.051162657
2.208131452,1.886308076,3.669193708
2.703237459,1.884181081,3.656914567
2.426991163,1.930666202,3.787474378
2.647280253,1.750814532,3.666470254
2.569343924,1.898947684,3.867964435
2.32831606,1.883115369,3.554995667
2.448865865,1.95919167,3.895482173
2.398763792,1.817472906,4.088376298
2.3742133,1.982017031,4.188073335
2.520577184,1.913435179,3.765308454
2.15767395,1.870210143,3.784876723
2.558203957,1.981079528,3.749543474
2.460687613,1.98761788,3.930081783
2.641947474,2.025706844,3.983528269
2.221645239,1.659638479,3.432209763
2.466569862,1.931667796,3.928854092
2.484103743,1.920577391,3.88675867
2.180788948,1.898947684,3.727038806
2.289869493,2.007807794,3.865448034
2.044731349,1.816310732,3.160917604
2.571194076,1.887369367,3.754809469
2.223887515,1.965920095,4.027631451
2.196790313,1.787881749,3.717713063
2.317719118,1.817472906,3.542132487
2.298484963,1.799854251,3.815873544
2.625857064,1.917524604,3.869221704
2.257185093,1.823257711,3.46793025
2.074273779,1.768332848,3.700300937
2.561924747,1.882048176,3.674631676
2.602367116,1.795087424,3.76661775
2.733996229,1.979201046,3.97991918
2.550739806,1.901034177,3.58756464
2.450841492,1.957258292,3.778370849
2.201335533,1.919561149,3.608575019
2.436966851,1.934664722,3.54785781
2.36388449,1.874536014,3.85914613
2.338850701,1.842608084,3.626640245
2.404849655,1.902075297,3.85914613
2.493772616,1.885245315,3.667832355
2.524374658,1.892653916,3.948427096
2.164640496,1.850436908,3.697611332
2.520577184,1.87990933,3.782276389
2.272512579,1.929663293,3.847763211
2.272512579,1.95919167,3.417168602
2.675467656,1.986687269,4.04764651
2.537604412,1.958225594,4.181394218
2.294182429,1.835833806,3.723046316
2.476331674,1.988547353,3.916544753
2.404849655,1.942599484,3.930081783
2.434976091,1.815146808,3.777067655
2.511049015,1.832424229,3.651437602
2.326201682,1.870210143,3.89921172
2.499549527,2.051785138,4.179164095
2.757577978,2.010519775,4.268018882
2.545121809,2.020381432,3.93376134
2.223887515,1.833562429,3.58756464
2.410915124,1.955319996,3.874244584
2.607814272,1.904153302,3.674631676
2.396730613,1.851548847,3.942326529
2.017198902,1.697122276,3.24514196
2.359736322,1.815146808,3.417168602
2.230597325,1.820948983,3.777067655
2.654367024,1.828999523,3.511852235
2.589594586,1.920577391,3.724377854
2.631235979,1.936656158,3.926396945
2.446888092,1.926646644,3.806872021
2.478277792,1.886308076,3.498758863
2.464611219,1.964003747,4.202487258
2.574888837,1.908292477,3.644574331
2.332537347,1.825559561,3.712368406
2.340950226,1.917524604,3.958158018
2.556340747,1.855980619,3.930081783
2.64372676,1.975430096,3.98833256
2.454786327,2.007807794,3.889254141
2.503390707,1.996861782,4.079122467
2.205869056,1.853767921,3.647321922
2.408895558,1.957258292,3.799130837
2.593252861,1.951428549,3.983528269
2.663187879,1.850436908,3.952080503
2.446888092,1.937649932,3.973892802
2.530056204,1.835833806,3.607179891
2.879158418,2.092529971,4.411908055
2.66670461,1.946536137,3.91160442
2.394695145,1.835833806,3.850297157
2.376271977,1.884181081,3.765308454
2.268146771,1.884181081,3.65554646
2.499549527,1.863675356,3.808159916
2.402823307,1.913435179,3.704329913
2.524374658,1.983888573,3.931308888
2.466569862,1.87883767,3.961797656
2.543245333,1.877764512,3.746906328
2.543245333,1.855980619,3.770541551
2.682448714,1.963043762,4.045299773
2.378328307,1.870210143,3.537829675
2.620462572,1.979201046,4.232176158
2.17388637,1.841483162,3.637691984
2.153014143,1.787881749,3.388328341
2.497625913,1.965920095,3.890500963
2.343047297,2.015018276,4.191406588
2.493772616,1.824409493,3.732352237
2.315592181,1.843731368,3.641823688
2.324084805,1.986687269,3.972685836
2.22612695,1.94457035,3.779673368
2.345141921,1.804591919,3.633553369
2.501471123,1.843731368,3.58193143
2.634813317,1.962082564,4.111368816
2.410915124,1.974484429,4.01340978
2.499549527,1.92361804,3.98112277
2.524374658,1.877764512,3.58193143
2.509137433,1.980140867,4.031174733
2.723798967,2.064493899,4.397550453
2.21715213,1.874536014,3.923937443
2.103320582,1.784253643,3.34518322
2.468526404,1.832424229,3.760064445
2.351411179,1.94947535,4.204697849
2.556340747,1.910353705,3.854093345
2.692871842,1.894757584,4.111368816
2.444908168,1.935661089,3.945988605
2.298484963,1.838098515,3.692223402
2.386530269,1.809300766,3.567791604
2.61685754,1.857084588,3.953297155
2.408895558,1.966876462,3.891747176
2.682448714,1.967831629,4.067508922
2.491842923,1.937649932,3.973892802
2.582256305,1.842608084,3.79783833
2.444908168,1.882048176,3.983528269
2.558203957,1.909323785,3.926396945
2.501471123,1.811644488,3.335835396
2.545121809,1.920577391,4.019344949
2.652597849,1.966876462,3.921475581
2.522476902,1.897902304,3.729696931
2.396730613,1.842608084,3.91777835
2.340950226,1.913435179,3.773154023
2.497625913,2.022160737,4.188073335
2.438955434,1.86476835,3.66374381
2.565638058,1.966876462,3.960585014
2.199064389,1.861484699,3.527760195
2.394695145,1.894757584,3.787474378
2.464611219,1.907259779,3.753494006
2.472433209,1.875613688,3.963009726
2.634813317,1.917524604,4.119368818
2.237281776,1.76956918,3.554995667
2.550739806,1.830142781,3.611362909
2.654367024,2.042327341,4.090684651
2.15067958,1.825559561,3.815873544
2.706680007,1.913435179,4.024083331
2.205869056,1.709228654,3.622483067
2.759251196,1.917524604,3.783576891
2.272512579,1.798665292,3.874244584
2.436966851,1.973537584,4.174698204
2.482163821,1.894757584,3.835055422
2.744138722,1.912409399,4.074483242
2.422985492,1.758370749,3.542132487
2.591424625,1.838098515,3.641823688
2.530056204,1.933667053,3.999109693
2.561924747,1.978260061,4.03824684
2.625857064,2.010519775,4.081438996
2.239504328,1.913435179,3.874244584
2.426991163,1.802226709,3.389854927
2.550739806,1.92361804,3.814589571
2.386530269,1.992253904,4.284153452
2.36388449,1.752079007,3.296485176
2.66494707,1.834698953,3.801713868
2.596903936,1.937649932,3.82100293
2.25057545,1.803410217,3.510400891
2.334644268,1.849323362,3.648694575
2.512958608,2.005086073,3.883010885
2.499549527,1.816310732,3.758751731
2.171579466,1.780608489,3.838874443
2.60418461,1.849323362,3.728368221
2.71354627,1.965920095,3.944768492
2.311330704,1.945553877,3.584749649
2.530056204,1.860387027,3.749543474
2.402823307,1.764612005,3.852828579
2.541366944,1.834698953,3.819721557
2.563782335,1.967831629,3.854093345
2.514866217,1.880979498,3.814589571
2.576733454,1.803410217,3.742945403
2.706680007,1.969738373,4.109078616
2.408895558,1.934664722,3.91777835
2.66670461,1.946536137,3.897969142
2.497625913,1.908292477,4.049991135
2.582256305,1.967831629,3.831230643
2.153014143,1.903115004,3.966642524
2.062025749,1.772035957,3.85914613
2.593252861,1.919561149,3.876752317
2.668460502,1.94457035,4.064014764
2.281212184,1.907259779,3.696265441
2.503390707,1.942599484,4.028813082
2.194513296,1.893706471,3.651437602
2.516771846,1.778168838,3.756124244
2.595079297,1.998697126,4.138696619
2.376271977,1.876689852,3.827400087
2.636599415,2.04664104,4.201381272
2.418970957,1.820948983,3.736329924
2.75087028,1.962082564,4.265860237
2.468526404,1.896855497,3.622483067
2.607814272,1.892653916,3.897969142
2.434976091,1.909323785,3.875498759
2.598726783,1.804591919,3.433708723
2.638383805,1.884181081,3.749543474
2.613245508,1.842608084,3.570626096
2.365954996,1.753341432,3.192651481
2.645504352,1.966876462,3.9955223
2.283380458,1.803410217,3.711030453
2.711832051,2.024821874,4.076803884
2.270331015,1.813981129,3.616929252
2.317719118,1.843731368,3.729696931
2.478277792,1.876689852,3.650066468
2.444908168,1.836966992,3.694918823
2.670214749,1.888429193,3.941104677
2.565638058,1.974484429,3.947208139
2.422985492,1.819792027,3.68547206
2.784173905,1.998697126,3.985931531
2.591424625,1.978260061,3.952080503
2.507223858,1.895807258,4.008651847
2.470480852,1.855980619,3.754809469
2.606000327,1.965920095,3.978715029
2.093692237,1.811644488,3.645948507
2.365954996,1.895807258,3.484127438
2.334644268,1.848208205,3.666470254
2.398763792,1.909323785,3.530641431
2.558203957,1.824409493,3.64044722
2.489911194,1.964003747,4.101047135
2.203603752,1.871293895,3.377614887
2.444908168,1.889487557,3.68141245
2.239504328,1.842608084,3.064773879
2.622262473,1.863675356,3.8490305
2.466569862,1.899991641,3.944768492
2.487977424,1.932668079,3.616929252
2.432983147,1.929663293,3.98833256
2.212647556,1.752079007,3.205884919
2.512958608,1.986687269,4.176932092
1.934493346,1.830142781,3.389854927
2.357658646,1.887369367,3.782276389
2.509137433,1.828999523,3.614147651
2.489911194,1.880979498,3.684119593
2.332537347,1.921592285,3.82100293
2.636599415,2.0059944,3.969061548
2.520577184,1.877764512,3.488526133
2.495700278,1.958225594,3.793956835
2.659664527,1.861484699,3.954513231
2.410915124,1.912409399,3.813304947
2.618660929,1.982017031,3.984730179
2.372152269,1.914459586,3.708352395
2.124791436,1.894757584,3.867964435
2.715258931,1.965920095,3.796545161
2.484103743,1.759623014,3.240270625
2.571194076,1.951428549,3.824843162
2.565638058,1.973537584,3.947208139
2.237281776,1.883115369,3.972685836
2.357658646,1.727695809,3.634933677
2.287709106,1.834698953,3.87800526
2.434976091,1.841483162,3.712368406
2.24394108,1.873456826,3.782276389
2.292027265,1.808126238,3.804294261
2.17388637,1.808126238,3.55356976
2.6997886,1.972589559,4.191406588
2.5186755,1.991328962,3.93376134
2.462650471,1.950452575,4.077963433
2.230597325,1.938642413,3.895482173
2.487977424,1.862580807,3.782276389
2.294182429,1.921592285,3.696265441
2.671967355,1.912409399,3.922706808
2.304919381,1.894757584,3.977510317
2.192233329,1.750814532,3.590376411
2.22612695,1.889487557,3.38680078
2.622262473,1.914459586,3.697611332
2.554475655,1.958225594,3.876752317
2.607814272,2.067847007,4.265860237
2.552608676,1.895807258,3.756124244
2.171579466,1.812813691,3.622483067
2.36388449,1.928659066,3.870478352
2.491842923,1.798665292,3.742945403
2.340950226,1.806949924,3.351394774
2.670214749,1.935661089,3.960585014
2.548869041,1.964962524,3.824843162
2.509137433,1.916504295,3.977510317
2.757577978,2.037118155,4.101047135
2.187664512,1.827854571,3.79525133
2.528164305,1.969738373,4.012221115
2.464611219,1.910353705,3.944768492
2.609626448,1.937649932,3.959371802
2.426991163,1.965920095,3.883010885
2.446888092,1.834698953,3.421690831
2.60418461,1.898947684,3.665107406
2.64016649,1.915482623,3.773154023
2.61685754,1.898947684,3.682766389
2.3742133,1.808126238,3.584749649
2.631235979,1.901034177,3.921475581
2.274691471,1.921592285,3.648694575
2.543245333,1.848208205,3.855357482
2.528164305,1.789087356,3.44118957
2.212647556,1.842608084,3.573457315
2.462650471,1.905190194,3.767926364
2.353496081,1.902075297,3.938659229
2.380382295,1.874536014,3.953297155
2.634813317,2.031872796,4.264780261
2.17388637,1.854875064,3.616929252
2.893242521,2.045780271,4.188073335
2.456755546,1.969738373,4.03706949
2.543245333,1.97164035,3.963009726
2.04224651,1.79149296,3.654177597
2.382433947,1.891599914,3.472358417
2.675467656,1.873456826,3.744266406
2.571194076,1.899991641,3.697611332
2.511049015,1.914459586,3.782276389
2.232828283,1.772035957,3.369932931
2.64016649,1.984822618,4.169105214
2.438955434,1.883115369,4.097597526
2.454786327,1.853767921,3.678702358
2.484103743,1.997780009,4.178048329
2.772584033,1.951428549,4.005077656
2.578576235,1.961120152,4.081438996
2.537604412,1.847091431,3.966642524
2.622262473,2.072017498,4.321427518
2.283380458,1.826707918,3.619707722
2.474383482,1.723775161,3.272557196
3.160873595,2.190271598,3.978715029
3.17982303,2.159091742,3.711030453
2.968171088,2.148651918,3.884260758
3.177126975,2.134245933,3.495839623
3.334048757,2.184568764,3.976305042
3.183860292,2.177378157,3.725708683
3.108509572,2.15239722,3.717713063
3.163591721,2.151649662,3.760064445
3.21983317,2.184568764,4.025266576
3.357618876,2.192398928,4.048819087
3.240849479,2.15314403,3.771848126
3.248674229,2.186712458,3.84649529
3.274539143,2.17448234,3.99671865
3.427930377,2.170846653,4.052333652
3.234305494,2.175207351,4.049991135
3.341521507,2.189561132,4.16574373
3.070443031,2.161309959,3.733678834
3.145857144,2.119556867,3.283753762
3.275823714,2.162785111,3.861668764
3.353915383,2.17882185,3.763998477
3.15542618,2.15463541,3.948427096
3.282234334,2.17448234,3.855357482
3.130726309,2.158350867,3.478250072
3.22115316,2.177378157,3.625255296
3.11547912,2.157609255,3.67191418
3.353915383,2.172303059,3.788772203
3.227740107,2.159831881,3.686823794
3.078965987,2.117210957,3.650066468
3.317762831,2.171575213,3.628024417
3.229054904,2.183852824,4.015785477
3.341521507,2.159831881,3.989532239
3.248674229,2.165726685,4.068672603
3.26681448,2.164992379,3.711030453
3.262941019,2.185284016,4.03353424
3.227740107,2.170117381,3.826121947
3.288624662,2.12189545,3.756124244
3.383356628,2.147900597,3.89921172
3.251275726,2.167193128,3.417168602
3.206585202,2.164992379,3.822283654
3.385791,2.192398928,3.916544753
3.242155722,2.172303059,3.895482173
3.243461115,2.151649662,3.731024936
3.101515373,2.185284016,3.564953832
3.425545606,2.193813771,4.217922886
3.283514018,2.111708423,3.232129203
3.321532741,2.15314403,3.831230643
3.202593652,2.138825275,3.742945403
3.059021374,2.10695959,3.420184366
3.187889402,2.176655258,3.579109974
3.01119166,2.164992379,3.523431949
3.203925054,2.167925268,3.641823688
3.259060094,2.14262007,3.818439536
3.215867973,2.183136194,3.511852235
3.227740107,2.137301943,3.488526133
3.279672529,2.202945118,4.127344534
3.132106617,2.158350867,3.770541551
3.33155172,2.15463541,3.997914447
3.31020191,2.156123815,3.866706545
3.17577758,2.15239722,3.955728733
3.104316023,2.15239722,3.598792488
3.05472109,2.09656611,3.792661675
3.028719657,2.146395682,3.454596908
3.073288117,2.101381,3.38680078
3.235615998,2.157609255,3.813304947
3.222472282,2.164992379,4.094143369
3.31020191,2.195930995,4.105639564
3.342764299,2.200847832,3.945988605
3.3723659,2.156123815,4.073322148
3.336542729,2.164992379,3.89423778
3.239542387,2.181700858,4.014597901
