class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,3.774058039,x,h,o,f,e,w,2.544349846,4.265860237,w,t,g,d,a
p,3.775067965,x,g,o,f,e,w,2.603022824,4.276636086,w,t,p,d,u
p,3.587270716,x,g,o,f,e,w,2.4708102,4.069835765,w,t,p,d,w
p,3.673744303,f,h,e,f,e,w,2.549572562,4.16574373,w,t,p,d,u
p,3.548286528,x,g,o,f,e,w,2.550006069,4.123929333,w,t,g,d,a
p,3.674803058,x,g,e,f,e,w,2.5526016,4.057012378,w,t,p,d,u
p,3.459856926,f,g,o,f,e,w,2.546094997,4.212420453,w,t,p,d,w
p,3.626624756,x,g,o,f,e,w,2.605432377,4.343546517,w,t,p,d,w
p,3.095902134,x,h,e,f,e,w,2.507142838,3.870478352,w,t,p,d,a
p,3.498218544,x,g,o,f,e,w,2.510814391,4.130755305,w,t,p,d,u
p,3.485510311,f,h,o,f,e,w,2.513555774,4.06051592,w,t,g,d,a
p,3.693770513,f,h,e,f,e,w,2.564166062,4.025266576,w,t,p,d,w
p,3.360084135,x,g,o,f,e,w,2.520815287,4.074483242,w,t,p,d,u
p,3.471557095,x,h,o,f,e,w,2.547835896,4.179164095,w,t,g,d,u
p,3.223790536,x,g,o,f,e,w,2.501600042,3.977510317,w,t,p,d,u
p,3.39670994,f,h,o,f,e,w,2.5417241,4.0987479,w,t,g,d,w
p,3.49706647,f,h,e,f,e,w,2.495078897,3.943547801,w,t,p,d,u
p,3.501670924,f,h,e,f,e,w,2.506222006,4.167985194,w,t,p,d,w
p,3.549410536,f,g,e,f,e,w,2.572613,4.123929333,w,t,g,d,u
p,3.322787822,x,h,o,f,e,w,2.447697101,3.969061548,w,t,g,d,w
p,3.296266472,x,g,o,f,e,w,2.52486667,4.022899546,w,t,g,d,u
p,3.437441869,f,h,e,f,e,w,2.488970086,3.950863277,w,t,p,d,w
p,3.429121724,f,h,e,f,e,w,2.492735495,4.048819087,w,t,p,d,w
p,3.85630268,f,g,o,f,e,w,2.537326308,4.195844414,w,t,p,d,w
p,3.487826714,f,g,e,f,e,w,2.527554914,4.205802454,w,t,g,d,u
p,3.368689132,f,g,e,f,e,w,2.467900514,3.976305042,w,t,p,d,w
p,3.320276883,f,h,o,f,e,w,2.553033273,4.121650065,w,t,g,d,a
p,3.776077414,x,g,e,f,e,w,2.593709698,4.282007785,w,t,g,d,w
p,3.56061738,f,h,e,f,e,w,2.567556862,4.275560451,w,t,g,d,w
p,3.556141872,f,h,e,f,e,w,2.587569477,4.219022007,w,t,p,d,w
p,3.701101068,f,h,e,f,e,w,2.551737471,4.255040783,w,t,p,d,a
p,3.048972697,f,g,o,f,e,w,2.46057449,3.948427096,w,t,g,d,u
p,3.826938042,f,g,e,f,e,w,2.568402047,4.169105214,w,t,g,d,u
p,3.820028203,f,h,o,f,e,w,2.562038593,4.152254843,w,t,g,d,w
p,3.742510823,x,h,o,f,e,w,2.554326727,4.389311906,w,t,p,d,a
p,3.684308053,f,h,o,f,e,w,2.522168295,4.0987479,w,t,p,d,a
p,3.546036692,x,g,e,f,e,w,2.531568445,4.208010287,w,t,g,d,a
p,3.523403457,f,h,o,f,e,w,2.571352326,4.23436221,w,t,g,d,w
p,3.658865705,x,h,o,f,e,w,2.481856355,4.052333652,w,t,g,d,u
p,3.384574176,x,g,e,f,e,w,2.522618731,4.174698204,w,t,g,d,u
p,3.567312682,x,h,e,f,e,w,2.585098463,4.215723279,w,t,p,d,u
p,3.599374165,f,g,o,f,e,w,2.56797958,4.205802454,w,t,g,d,u
p,3.376036055,x,g,o,f,e,w,2.536001679,4.11594323,w,t,g,d,a
p,3.630952206,f,h,e,f,e,w,2.549572562,4.204697849,w,t,p,d,a
p,3.548286528,f,g,e,f,e,w,2.551737471,4.107932766,w,t,p,d,u
p,3.590578605,f,h,o,f,e,w,2.542162395,4.247441,w,t,p,d,w
p,3.21983317,x,g,o,f,e,w,2.559477223,4.131891247,w,t,p,d,a
p,3.3723659,f,g,o,f,e,w,2.505299992,3.85914613,w,t,p,d,w
p,3.723976292,f,g,o,f,e,w,2.59248589,4.235454564,w,t,p,d,u
p,3.550533937,x,g,e,f,e,w,2.52486667,4.14548445,w,t,p,d,a
p,3.401544156,f,h,e,f,e,w,2.510814391,4.149999977,w,t,g,d,u
p,3.54378442,x,g,e,f,e,w,2.556477287,4.067508922,w,t,g,d,u
p,3.185204232,f,g,e,f,e,w,2.456636633,3.973892802,w,t,g,d,u
p,3.524540992,f,h,e,f,e,w,2.497880926,4.09299097,w,t,g,d,w
p,3.725010239,f,g,e,f,e,w,2.573032729,4.221218887,w,t,p,d,w
p,3.154061992,x,g,o,f,e,w,2.507142838,3.892992782,w,t,g,d,u
p,3.701101068,f,h,o,f,e,w,2.562464595,4.266939777,w,t,g,d,w
p,3.424352181,f,g,e,f,e,w,2.546094997,4.140961174,w,t,g,d,w
p,3.145857144,f,h,e,f,e,w,2.484235424,3.958158018,w,t,g,d,a
p,3.608132939,f,h,o,f,e,w,2.550006069,4.189184885,w,t,p,d,u
p,3.654595329,x,h,e,f,e,w,2.502526819,4.053504121,w,t,p,d,u
p,3.838732029,f,h,e,f,e,w,2.603022824,4.196952711,w,t,p,d,a
p,3.789157047,f,h,e,f,e,w,2.529341485,4.155633533,w,t,g,d,a
p,3.741485353,f,g,o,f,e,w,2.587569477,4.217922886,w,t,g,d,u
p,3.453981846,x,g,o,f,e,w,2.503914745,4.175815384,w,t,p,d,w
p,3.297537303,x,g,o,f,e,w,2.48090252,4.062849004,w,t,g,d,a
p,3.744560281,f,g,o,f,e,w,2.587569477,4.189184885,w,t,g,d,a
p,3.458683249,f,h,e,f,e,w,2.547835896,4.201381272,w,t,p,d,a
p,3.384574176,x,h,e,f,e,w,2.515377557,4.034713191,w,t,g,d,w
p,3.475054246,x,g,e,f,e,w,2.483284741,3.91777835,w,t,g,d,a
p,3.394288542,x,h,e,f,e,w,2.49694813,4.057012378,w,t,p,d,w
p,3.376036055,x,h,o,f,e,w,2.496481278,4.123929333,w,t,p,d,w
p,3.518847072,x,g,e,f,e,w,2.501600042,4.026449283,w,t,p,d,a
p,3.356385127,f,h,o,f,e,w,2.605432377,4.262618998,w,t,p,d,w
p,3.298807337,f,h,e,f,e,w,2.486606652,4.122789946,w,t,g,d,w
p,3.479707921,x,h,e,f,e,w,2.547835896,4.164622284,w,t,p,d,u
p,3.483191309,f,g,e,f,e,w,2.533788496,4.09299097,w,t,g,d,w
p,3.457508903,x,h,e,f,e,w,2.530233101,4.073322148,w,t,g,d,w
p,3.704234985,f,g,o,f,e,w,2.550006069,4.160131734,w,t,g,d,u
p,3.226424448,f,g,e,f,e,w,2.509898263,3.947208139,w,t,p,d,w
p,3.526814195,x,h,e,f,e,w,2.490855256,4.072160537,w,t,g,d,w
p,3.555021492,f,h,e,f,e,w,2.503914745,4.095295261,w,t,p,d,u
p,3.425545606,x,h,o,f,e,w,2.557764519,4.14548445,w,t,g,d,u
p,3.779102902,x,h,e,f,e,w,2.48376024,4.045299773,w,t,g,d,u
p,3.399128475,f,g,o,f,e,w,2.562890342,4.119368818,w,t,g,d,a
p,3.552778923,x,g,e,f,e,w,2.558621385,4.080280988,w,t,g,d,w
p,3.377257974,x,h,e,f,e,w,2.437125866,3.842687725,w,t,p,d,a
p,3.430312381,x,h,e,f,e,w,2.538208034,4.121650065,w,t,p,d,u
p,3.509704173,f,g,e,f,e,w,2.527554914,4.13982914,w,t,g,d,u
p,3.408774147,f,g,o,f,e,w,2.548704757,4.164622284,w,t,p,d,w
p,3.736350579,x,h,e,f,e,w,2.547835896,4.0987479,w,t,g,d,u
p,3.608132939,x,g,e,f,e,w,2.546094997,4.265860237,w,t,g,d,u
p,3.526814195,x,h,e,f,e,w,2.496014121,4.007460998,w,t,p,d,a
p,3.878547657,x,g,o,f,e,w,2.574290435,4.302322625,w,t,p,d,u
p,3.638503872,x,h,o,f,e,w,2.583446337,4.270175786,w,t,g,d,w
p,3.791162216,x,g,o,f,e,w,2.540846704,4.184735882,w,t,p,d,a
p,3.722941841,f,h,o,f,e,w,2.584685791,4.214622793,w,t,g,d,w
p,3.322787822,x,g,e,f,e,w,2.561185824,4.301257248,w,t,p,d,u
p,3.605946675,x,g,o,f,e,w,2.499277853,4.003885163,w,t,g,d,w
p,3.672685017,f,g,o,f,e,w,2.538648489,4.097597526,w,t,g,d,w
p,3.615766962,x,g,e,f,e,w,2.575127673,4.199167916,w,t,p,d,w
p,3.555021492,x,g,o,f,e,w,2.474671591,4.042950918,w,t,g,d,a
p,3.452804816,x,h,e,f,e,w,2.521717576,4.012221115,w,t,g,d,a
p,3.665255097,f,g,o,f,e,w,2.562890342,4.220120674,w,t,p,d,w
p,3.415978716,x,h,o,f,e,w,2.44619636,3.912840397,w,t,p,d,a
p,3.650316282,x,g,o,f,e,w,2.545659109,4.182508575,w,t,g,d,u
p,3.552778923,f,g,o,f,e,w,2.559477223,4.201381272,w,t,p,d,u
p,3.788153757,f,h,e,f,e,w,2.564590795,4.204697849,w,t,p,d,w
p,3.741485353,x,h,o,f,e,w,2.498812513,3.954513231,w,t,p,d,w
p,3.762917209,x,g,o,f,e,w,2.525763873,4.01697251,w,t,g,d,w
p,3.85241046,f,h,e,f,e,w,2.596557078,4.222316646,w,t,g,d,u
p,3.31020191,f,h,e,f,e,w,2.461555605,4.018159001,w,t,p,d,a
p,3.617943018,x,h,o,f,e,w,2.585510895,4.243088529,w,t,g,d,w
p,3.480869703,x,g,e,f,e,w,2.555187728,4.096446646,w,t,g,d,w
p,3.530219342,x,g,e,f,e,w,2.559049432,4.140961174,w,t,g,d,w
p,3.367462068,f,g,o,f,e,w,2.547401069,4.161255088,w,t,g,d,w
p,3.369915458,f,g,e,f,e,w,2.49694813,4.011031905,w,t,p,d,u
p,3.623373309,x,g,o,f,e,w,2.55561784,4.103344355,w,t,p,d,w
p,3.570652294,x,g,o,f,e,w,2.550872295,4.105639564,w,t,g,d,a
p,3.465715307,f,h,o,f,e,w,2.495078897,4.073322148,w,t,p,d,a
p,3.348966889,x,g,e,f,e,w,2.531568445,4.160131734,w,t,p,d,w
p,3.476218648,x,g,o,f,e,w,2.521266574,4.117085589,w,t,g,d,a
p,3.921419519,x,g,o,f,e,w,2.566287202,4.269097552,w,t,p,d,u
p,3.757833901,x,g,e,f,e,w,2.568402047,4.194735654,w,t,g,d,a
p,3.510849242,f,h,o,f,e,w,2.491325777,3.937435632,w,t,p,d,w
p,3.519987106,f,g,e,f,e,w,2.580960932,4.176932092,w,t,g,d,w
p,3.534750875,x,g,e,f,e,w,2.563315836,4.199167916,w,t,g,d,u
p,3.449269686,f,g,o,f,e,w,2.485184854,4.170224759,w,t,g,d,u
p,3.143114648,f,g,e,f,e,w,2.517194722,4.077963433,w,t,p,d,a
p,3.393076767,f,g,e,f,e,w,2.510814391,4.06051592,w,t,p,d,u
p,3.585062547,f,g,e,f,e,w,2.542600421,3.990731361,w,t,g,d,w
p,3.615766962,x,g,e,f,e,w,2.563741076,4.224510808,w,t,p,d,a
p,3.823979404,x,h,o,f,e,w,2.502526819,4.121650065,w,t,g,d,u
p,3.597178737,f,g,e,f,e,w,2.505761147,4.094143369,w,t,g,d,w
p,3.394288542,f,h,e,f,e,w,2.492265896,4.133026698,w,t,p,d,u
p,3.791162216,x,h,e,f,e,w,2.544786533,4.09989777,w,t,g,d,u
p,3.849486674,f,h,o,f,e,w,2.588391244,4.238728941,w,t,g,d,w
p,3.605946675,x,h,e,f,e,w,2.527554914,4.111368816,w,t,p,d,w
p,3.503969318,f,g,o,f,e,w,2.556906622,4.233269408,w,t,g,d,u
p,3.490140524,x,g,e,f,e,w,2.537326308,4.140961174,w,t,g,d,a
p,3.639580471,f,h,e,f,e,w,2.589212063,4.19362643,w,t,p,d,w
p,3.80415024,x,g,o,f,e,w,2.606233746,4.268018882,w,t,g,d,a
p,3.54265737,f,g,o,f,e,w,2.569667949,3.954513231,w,t,p,d,w
p,3.763932418,f,g,o,f,e,w,2.516286715,4.024083331,w,t,p,d,w
p,3.405162342,f,h,o,f,e,w,2.479947419,4.061682723,w,t,p,d,w
p,3.551656732,f,h,o,f,e,w,2.517648294,3.971478306,w,t,g,d,a
p,3.553900509,x,g,o,f,e,w,2.553895836,4.103344355,w,t,g,d,a
p,3.644955221,x,h,o,f,e,w,2.576381688,4.231082458,w,t,g,d,u
p,3.727076625,x,g,o,f,e,w,2.576381688,4.180279391,w,t,p,d,a
p,3.087452237,f,g,o,f,e,w,2.490384427,4.028813082,w,t,g,d,a
p,3.431502348,f,h,o,f,e,w,2.512643143,3.93376134,w,t,g,d,u
p,3.469222364,x,h,e,f,e,w,2.52486667,4.049991135,w,t,p,d,u
p,3.80415024,f,h,o,f,e,w,2.532901302,4.212420453,w,t,g,d,u
p,3.321532741,x,g,o,f,e,w,2.547835896,4.152254843,w,t,g,d,a
p,3.490140524,f,h,e,f,e,w,2.528448757,4.11594323,w,t,p,d,u
p,3.649245161,f,h,o,f,e,w,2.5417241,4.305516219,w,t,p,d,a
p,3.583957587,f,g,o,f,e,w,2.552169667,4.164622284,w,t,g,d,w
p,3.516565122,x,h,o,f,e,w,2.4708102,3.994325397,w,t,g,d,a
p,3.483191309,f,g,e,f,e,w,2.508521873,3.955728733,w,t,p,d,u
p,3.679032778,f,g,o,f,e,w,2.550439314,4.112513167,w,t,g,d,a
p,3.604852688,f,h,e,f,e,w,2.534231681,4.221218887,w,t,p,d,u
p,3.443364278,x,g,o,f,e,w,2.50206358,4.073322148,w,t,p,d,w
p,3.555021492,f,h,o,f,e,w,2.491325777,4.018159001,w,t,g,d,u
p,3.783130235,x,g,o,f,e,w,2.575545924,4.183622463,w,t,p,d,u
p,3.553900509,f,h,o,f,e,w,2.536885038,4.110223966,w,t,p,d,a
p,3.68536153,x,g,o,f,e,w,2.577216472,4.195844414,w,t,p,d,u
p,3.546036692,f,h,e,f,e,w,2.490384427,4.04764651,w,t,g,d,u
p,3.342764299,f,g,o,f,e,w,2.541285537,3.997914447,w,t,p,d,w
p,3.39670994,x,h,o,f,e,w,2.50020763,4.062849004,w,t,g,d,u
p,3.894843613,f,h,o,f,e,w,2.607034212,4.282007785,w,t,p,d,u
p,3.141741979,f,g,o,f,e,w,2.523068884,4.020530355,w,t,g,d,a
p,3.371141047,f,g,o,f,e,w,2.453669072,3.96543216,w,t,g,d,w
p,3.486668837,x,h,e,f,e,w,2.510356473,4.014597901,w,t,g,d,w
p,3.619030201,f,g,e,f,e,w,2.556047693,4.270175786,w,t,p,d,u
p,2.984601226,x,h,o,f,e,w,2.477554108,3.88800671,w,t,g,d,w
p,3.823979404,x,h,e,f,e,w,2.609430203,4.358192397,w,t,g,d,w
p,3.619030201,x,h,o,f,e,w,2.546094997,4.052333652,w,t,p,d,w
p,3.733263754,x,h,e,f,e,w,2.517648294,4.077963433,w,t,p,d,a
p,3.6255415,f,h,o,f,e,w,2.563741076,4.215723279,w,t,p,d,a
p,3.209241818,f,h,o,f,e,w,2.48849802,3.967852319,w,t,p,d,a
p,3.630952206,f,g,e,f,e,w,2.554326727,4.176932092,w,t,g,d,a
p,3.522265298,x,h,e,f,e,w,2.50668257,4.081438996,w,t,g,d,w
p,3.240849479,f,h,e,f,e,w,2.553895836,4.146614057,w,t,p,d,u
p,3.929893097,x,h,o,f,e,w,2.580130531,4.298058581,w,t,p,d,u
p,3.747630774,f,h,o,f,e,w,2.543912891,4.182508575,w,t,g,d,a
p,3.591680074,f,h,e,f,e,w,2.521266574,4.127344534,w,t,p,d,w
p,3.477382394,f,h,o,f,e,w,2.462535386,3.944768492,w,t,p,d,w
p,3.436255337,x,g,e,f,e,w,2.432547587,3.927625813,w,t,g,d,u
p,3.710488952,f,g,o,f,e,w,2.522168295,4.053504121,w,t,p,d,a
p,3.632032677,f,g,e,f,e,w,2.548270459,4.062849004,w,t,p,d,u
p,3.633112594,x,h,o,f,e,w,2.578883109,4.17134383,w,t,g,d,a
p,3.531353152,x,h,e,f,e,w,2.575545924,4.211318597,w,t,p,d,w
p,3.715686539,x,g,e,f,e,w,2.547401069,4.174698204,w,t,g,d,a
p,3.443364278,x,g,e,f,e,w,2.548270459,4.117085589,w,t,p,d,a
p,3.344006331,f,g,e,f,e,w,2.481379596,3.99312794,w,t,p,d,u
p,3.399128475,x,h,e,f,e,w,2.559904757,4.202487258,w,t,g,d,a
p,3.599374165,f,h,e,f,e,w,2.556906622,4.154507784,w,t,p,d,w
p,3.593881273,f,h,o,f,e,w,2.50943976,4.0987479,w,t,g,d,u
p,3.797166479,x,g,e,f,e,w,2.506222006,4.231082458,w,t,p,d,a
p,3.534750875,f,h,o,f,e,w,2.499277853,4.179164095,w,t,g,d,w
p,3.431502348,f,g,o,f,e,w,2.514011654,4.058180748,w,t,g,d,w
p,3.368689132,f,g,e,f,e,w,2.503452401,4.135296132,w,t,g,d,u
p,3.703190861,x,g,e,f,e,w,2.59289406,4.243088529,w,t,g,d,u
p,3.14448637,x,h,o,f,e,w,2.462045662,3.985931531,w,t,g,d,u
p,3.264233,x,g,o,f,e,w,2.545222954,3.884260758,w,t,p,d,w
p,3.679032778,f,g,o,f,e,w,2.496481278,4.040599942,w,t,p,d,u
p,3.273253752,x,g,o,f,e,w,2.445695419,3.857883874,w,t,g,d,a
p,3.610316926,x,g,o,f,e,w,2.50668257,4.11594323,w,t,g,d,u
p,3.581745914,x,g,o,f,e,w,2.594931401,4.182508575,w,t,p,d,w
p,3.68325405,x,g,e,f,e,w,2.526659953,4.126206626,w,t,p,d,u
p,3.747630774,f,h,e,f,e,w,2.545222954,4.053504121,w,t,p,d,a
p,3.582852043,f,h,e,f,e,w,2.516740862,4.061682723,w,t,p,d,u
p,3.19859412,f,g,o,f,e,w,2.473708183,4.072160537,w,t,g,d,w
p,3.47039006,x,g,e,f,e,w,2.543475669,4.079122467,w,t,p,d,u
p,3.556141872,f,g,o,f,e,w,2.495546661,4.034713191,w,t,g,d,a
p,3.874695395,x,g,e,f,e,w,2.568402047,4.256124702,w,t,g,d,w
p,3.734293193,f,g,o,f,e,w,2.508980963,4.117085589,w,t,p,d,w
p,3.088863069,x,h,o,f,e,w,2.44619636,3.987132324,w,t,g,d,u
p,3.51428066,f,g,e,f,e,w,2.496481278,3.855357482,w,t,g,d,a
p,3.436255337,f,h,e,f,e,w,2.495546661,3.973892802,w,t,p,d,u
p,3.391864274,f,h,e,f,e,w,2.536001679,4.09989777,w,t,g,d,a
p,3.494760396,f,g,e,f,e,w,2.498346871,4.090684651,w,t,g,d,w
p,3.456333888,x,g,e,f,e,w,2.482808927,4.104492211,w,t,g,d,w
p,3.949537269,x,g,o,f,e,w,2.563315836,4.172462427,w,t,p,d,a
p,3.319020247,x,h,o,f,e,w,2.496014121,4.04764651,w,t,p,d,u
