class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,15.90290703,f,g,o,f,e,w,16.88161193,17.27977502,w,t,p,d,u
p,14.04990207,x,h,e,f,e,w,16.64402493,17.27857684,w,t,p,d,a
p,14.86468014,f,g,o,f,e,w,16.02291333,17.27737328,w,t,g,d,w
p,15.44483201,x,g,o,f,e,w,16.86149131,17.2761643,w,t,g,d,a
p,14.205904,f,g,o,f,e,w,16.47634949,17.2749499,w,t,p,d,u
p,14.44718576,f,h,o,f,e,w,16.58436867,17.27373007,w,t,g,d,a
p,14.78111921,f,h,o,f,e,w,16.44118897,17.27250482,w,t,p,d,a
p,14.30720776,f,h,e,f,e,w,16.49942466,17.27122473,w,t,p,d,u
p,14.58874942,f,g,e,f,e,w,16.47940465,17.26975392,w,t,p,d,u
p,14.63824783,x,g,e,f,e,w,16.42895842,17.26863171,w,t,g,d,w
p,14.67606916,x,g,e,f,e,w,16.41556455,17.26959816,w,t,g,d,u
p,14.55070235,f,g,o,f,e,w,16.42582823,17.26997602,w,t,p,d,a
p,14.33877594,x,g,e,f,e,w,16.43270188,17.25915824,w,t,g,d,w
p,14.1411232,f,g,e,f,e,w,16.43304862,17.24523067,w,t,p,d,w
p,14.23590097,f,h,e,f,e,w,16.42576239,17.26981335,w,t,p,d,w
p,14.5738941,f,g,o,f,e,w,16.44805674,17.31538911,w,t,p,d,w
p,14.42464242,f,g,o,f,e,w,16.62654004,17.25975456,w,t,g,d,a
p,13.08741153,f,h,o,f,e,w,16.77107024,17.13920027,w,t,g,d,w
p,14.57043418,x,g,e,f,e,w,16.11106086,17.26403606,w,t,g,d,a
p,17.09299329,f,g,e,f,e,w,17.55419497,17.5023047,w,t,g,d,w
p,11.97495274,f,g,o,f,e,w,15.43116504,16.97058398,w,t,g,d,w
p,15.28215492,f,g,o,f,e,w,17.22630858,17.38507965,w,t,g,d,u
p,15.08022114,x,g,o,f,e,w,16.82898441,17.22927213,w,t,g,d,w
p,14.3400338,f,h,o,f,e,w,16.75190262,17.25084393,w,t,p,d,w
p,14.78429151,f,h,e,f,e,w,16.59470126,17.24952089,w,t,g,d,w
p,14.88314418,x,g,e,f,e,w,17.14384426,17.2481924,w,t,p,d,u
p,14.87480742,f,h,o,f,e,w,16.54159017,17.24685845,w,t,g,d,a
p,14.7170937,x,g,o,f,e,w,16.88487377,17.24551903,w,t,g,d,w
p,14.8240212,x,h,o,f,e,w,16.62141869,17.24417412,w,t,g,d,w
p,14.87851206,f,h,o,f,e,w,16.56744384,17.24282372,w,t,g,d,u
p,13.8042645,x,h,e,f,e,w,16.68955102,17.24146783,w,t,p,d,a
p,13.30483708,f,h,o,f,e,w,15.97512887,17.24010646,w,t,p,d,u
p,16.16319316,x,h,e,f,e,w,16.89157412,17.23873958,w,t,g,d,u
p,13.27544113,x,g,o,f,e,w,16.13768528,17.23736719,w,t,p,d,a
p,14.54794772,x,h,o,f,e,w,16.27335526,17.23598927,w,t,g,d,a
p,12.61901259,x,g,e,f,e,w,16.12503852,17.23460582,w,t,g,d,u
p,13.5117425,x,g,e,f,e,w,16.09275532,17.23321682,w,t,g,d,a
p,15.43477027,x,h,e,f,e,w,16.23727592,17.23182228,w,t,p,d,w
p,14.9246276,x,h,o,f,e,w,16.62609416,17.23042218,w,t,p,d,u
p,12.30559388,x,h,o,f,e,w,16.86162076,17.22901651,w,t,g,d,w
p,15.05924828,f,g,o,f,e,w,15.68935728,17.22760527,w,t,p,d,w
p,15.62935956,x,h,e,f,e,w,17.01371263,17.22618846,w,t,p,d,a
p,13.36902915,f,h,o,f,e,w,16.3342648,17.2247661,w,t,g,d,w
p,15.56971401,f,h,e,f,e,w,17.22344709,17.22333817,w,t,g,d,u
p,15.6060123,f,g,o,f,e,w,16.72863687,17.22190468,w,t,g,d,u
p,16.78405794,x,h,e,f,e,w,16.95146758,17.22046561,w,t,p,d,u
p,13.31166281,f,h,e,f,e,w,16.33677309,17.21902096,w,t,g,d,u
p,14.99330743,f,g,o,f,e,w,16.38123622,17.21757071,w,t,p,d,u
p,13.42549627,x,g,o,f,e,w,17.02080681,17.21611485,w,t,p,d,w
p,15.82291542,f,g,o,f,e,w,16.42608603,17.21465338,w,t,g,d,u
p,12.5953155,f,g,e,f,e,w,16.37649787,17.21318629,w,t,p,d,a
p,13.28225771,x,h,e,f,e,w,16.09028811,17.21171356,w,t,p,d,a
p,14.72341047,x,h,o,f,e,w,16.25940091,17.21023519,w,t,p,d,w
p,14.48427705,f,h,e,f,e,w,16.65227877,17.20875118,w,t,p,d,u
p,13.78235684,f,g,o,f,e,w,15.65028585,17.20726152,w,t,g,d,u
p,13.75098467,x,g,e,f,e,w,17.22412981,17.2057673,w,t,p,d,w
p,13.7246864,f,g,o,f,e,w,15.52633584,17.20427146,w,t,g,d,w
p,15.04089563,x,h,o,f,e,w,17.52980239,17.20277821,w,t,p,d,a
p,14.70600846,f,g,e,f,e,w,16.39523751,17.20129352,w,t,p,d,a
p,13.89833989,f,g,e,f,e,w,16.59144989,17.19980851,w,t,p,d,a
p,16.00778602,x,g,e,f,e,w,17.03818933,17.19828645,w,t,g,d,w
p,14.77408717,x,h,e,f,e,w,16.28066623,17.19667403,w,t,p,d,w
p,14.51113378,x,h,o,f,e,w,16.56670078,17.19489392,w,t,p,d,u
p,12.88921798,f,g,o,f,e,w,16.17346784,17.19296656,w,t,p,d,a
p,13.49634909,f,g,e,f,e,w,16.27448126,17.19111099,w,t,p,d,u
p,14.85859993,f,g,o,f,e,w,16.44391378,17.18964926,w,t,p,d,a
p,14.93416133,f,g,o,f,e,w,16.26641029,17.18905631,w,t,p,d,u
p,14.68067872,f,h,e,f,e,w,16.55851448,17.1893956,w,t,p,d,a
p,12.55766517,x,h,e,f,e,w,16.54188784,17.18981605,w,t,g,d,u
p,15.03165317,f,h,o,f,e,w,16.6038204,17.18906178,w,t,p,d,u
p,15.40893492,f,h,e,f,e,w,16.72961361,17.18526314,w,t,g,d,u
p,15.01691394,f,g,o,f,e,w,16.79554021,17.17782474,w,t,g,d,u
p,12.40380018,x,h,o,f,e,w,16.22803357,17.16926643,w,t,g,d,a
p,14.00007945,x,g,e,f,e,w,16.25410947,17.16327264,w,t,g,d,u
p,14.1543718,f,h,e,f,e,w,16.22612763,17.16531736,w,t,p,d,a
p,13.71816782,f,h,o,f,e,w,16.66534168,17.17758008,w,t,p,d,w
p,14.52615599,x,g,o,f,e,w,16.82679045,17.19350042,w,t,p,d,w
p,15.43475107,x,h,o,f,e,w,16.75330188,17.20366646,w,t,g,d,a
p,15.32912032,x,g,o,f,e,w,17.55368283,17.19430325,w,t,p,d,u
p,14.31609792,x,g,o,f,e,w,15.8125243,17.16059063,w,t,p,d,w
p,14.69455756,f,h,e,f,e,w,16.64191106,17.12162101,w,t,p,d,u
p,14.29506778,x,g,o,f,e,w,16.52293101,17.10443788,w,t,g,d,a
p,14.43755294,x,g,e,f,e,w,16.80318359,17.14792667,w,t,p,d,u
p,13.93865503,f,g,o,f,e,w,16.5834398,17.23626907,w,t,p,d,w
p,14.97151233,x,g,o,f,e,w,17.65334209,17.23544185,w,t,p,d,w
p,12.33550263,x,h,e,f,e,w,16.15104798,17.12214066,w,t,p,d,a
p,14.47329401,x,g,o,f,e,w,16.19876308,17.08436717,w,t,p,d,u
p,14.59988487,f,h,o,f,e,w,16.50694185,17.16345424,w,t,g,d,a
p,15.18831443,f,h,e,f,e,w,16.88228542,17.19245772,w,t,p,d,w
p,13.91096431,x,g,o,f,e,w,16.44659414,17.14811916,w,t,p,d,u
p,14.24120973,x,h,o,f,e,w,16.45893406,17.13466788,w,t,g,d,u
p,13.29397789,x,g,o,f,e,w,16.50946356,17.15118393,w,t,p,d,u
p,13.80746397,f,h,o,f,e,w,16.60353333,17.15102681,w,t,g,d,w
p,14.47898774,f,h,e,f,e,w,15.87912885,17.1432816,w,t,p,d,u
p,14.76163249,f,h,e,f,e,w,16.33592289,17.14218634,w,t,p,d,w
p,14.1492975,f,g,e,f,e,w,17.10097383,17.14182451,w,t,g,d,u
p,13.55611454,x,h,o,f,e,w,15.40507164,17.139728,w,t,g,d,w
p,13.43413211,x,g,o,f,e,w,16.89316977,17.1378321,w,t,g,d,u
p,13.89920445,f,h,e,f,e,w,16.37297785,17.13618062,w,t,p,d,w
p,14.03612522,f,h,e,f,e,w,16.31748694,17.13443807,w,t,p,d,w
p,16.25297174,f,g,o,f,e,w,16.40033661,17.13265443,w,t,p,d,w
p,13.76537209,f,g,e,f,e,w,16.57840318,17.13092128,w,t,g,d,u
p,13.13381945,f,g,e,f,e,w,15.98480939,17.12946283,w,t,p,d,w
p,13.12228109,f,h,o,f,e,w,17.13716,17.12792076,w,t,g,d,a
p,15.91663576,x,g,e,f,e,w,17.42565609,17.12487104,w,t,g,d,w
p,14.12902473,f,h,e,f,e,w,17.31796483,17.12139924,w,t,g,d,w
p,14.7089664,f,h,e,f,e,w,17.25081219,17.12309303,w,t,p,d,w
p,15.65378884,f,h,e,f,e,w,16.9353809,17.12760069,w,t,p,d,a
p,11.36209903,f,g,o,f,e,w,15.72666841,17.11851593,w,t,g,d,u
p,15.99088249,f,g,e,f,e,w,17.30821962,17.10071091,w,t,g,d,u
p,15.55797648,f,h,o,f,e,w,17.31693987,17.11584603,w,t,g,d,w
p,15.0048298,x,h,o,f,e,w,16.86714507,17.14618479,w,t,p,d,a
p,14.46119808,f,h,o,f,e,w,16.51058153,17.07306716,w,t,p,d,a
p,14.3758124,x,g,e,f,e,w,16.54981542,17.127127,w,t,g,d,a
p,14.62574435,f,h,o,f,e,w,17.05699075,17.10549494,w,t,g,d,w
p,15.00156162,x,h,o,f,e,w,15.94133793,17.10742789,w,t,g,d,u
p,13.46423576,x,g,e,f,e,w,16.16598532,17.10159076,w,t,g,d,u
p,14.3383319,x,h,e,f,e,w,16.79839034,17.09444692,w,t,p,d,u
p,14.24582834,f,g,o,f,e,w,17.04686312,17.10344749,w,t,g,d,u
p,13.78470209,x,g,o,f,e,w,16.70095407,17.12113922,w,t,g,d,a
p,14.93544442,f,h,e,f,e,w,16.54953343,17.09598465,w,t,p,d,a
p,14.49874228,f,g,e,f,e,w,16.58582993,17.04438344,w,t,p,d,u
p,14.00556382,f,h,o,f,e,w,16.75364621,17.10026451,w,t,p,d,w
p,12.7442768,x,g,o,f,e,w,16.89608665,17.20242549,w,t,p,d,a
p,13.19769829,f,g,o,f,e,w,16.37483753,16.95718176,w,t,p,d,w
p,15.23076883,f,g,o,f,e,w,17.29321015,17.10186987,w,t,p,d,u
p,14.55939262,x,g,e,f,e,w,16.65368433,17.09192339,w,t,p,d,a
p,13.66826581,f,h,e,f,e,w,16.24291304,17.20241426,w,t,g,d,u
p,14.73149763,x,g,e,f,e,w,17.12705977,17.08128423,w,t,g,d,u
p,12.44980225,f,g,e,f,e,w,15.81495279,16.81774328,w,t,g,d,u
p,14.16615729,f,h,e,f,e,w,16.44657426,17.09253459,w,t,g,d,w
p,15.88765765,f,g,e,f,e,w,17.08968506,17.61617651,w,t,p,d,w
p,11.88764786,x,g,o,f,e,w,16.16766301,16.45065871,w,t,g,d,u
p,15.90453034,f,h,o,f,e,w,17.39346674,17.3609132,w,t,g,d,w
p,13.89161662,f,g,e,f,e,w,16.96863134,17.02007016,w,t,g,d,w
p,12.74537922,f,h,e,f,e,w,16.3900761,17.0683606,w,t,g,d,a
p,14.97565816,f,h,o,f,e,w,17.05417998,17.06643242,w,t,p,d,u
p,14.9483452,x,h,e,f,e,w,16.37649466,17.06449935,w,t,p,d,u
p,16.55693608,f,h,e,f,e,w,17.84142272,17.06256141,w,t,p,d,a
p,16.51805966,f,h,e,f,e,w,17.025326,17.06061861,w,t,g,d,a
p,15.83418201,f,g,o,f,e,w,17.73297874,17.05867095,w,t,g,d,u
p,14.58413728,x,g,o,f,e,w,16.5532538,17.05671844,w,t,p,d,w
p,13.77545533,x,g,o,f,e,w,16.29680221,17.05476108,w,t,g,d,a
p,15.59695899,f,g,o,f,e,w,17.40843624,17.05279885,w,t,g,d,a
p,14.1935128,f,h,e,f,e,w,17.33966872,17.05083177,w,t,p,d,a
p,14.01699755,x,h,e,f,e,w,16.87720324,17.04885983,w,t,g,d,w
p,14.33077029,x,g,e,f,e,w,16.56834826,17.04688304,w,t,g,d,a
p,13.89863684,x,h,e,f,e,w,16.75669643,17.04490138,w,t,p,d,w
p,14.01733314,x,h,o,f,e,w,16.46154131,17.04291487,w,t,p,d,w
p,14.05690223,x,g,e,f,e,w,16.19256611,17.0409235,w,t,p,d,a
p,14.01159624,f,h,o,f,e,w,17.93830454,17.03892728,w,t,p,d,w
p,14.10798669,f,h,e,f,e,w,16.33946189,17.03692623,w,t,g,d,w
p,14.69216788,x,h,e,f,e,w,16.95186194,17.03492035,w,t,p,d,u
p,14.5206056,f,g,e,f,e,w,16.89185149,17.03290964,w,t,g,d,w
p,14.41851805,x,h,e,f,e,w,17.07530822,17.0308941,w,t,g,d,w
p,15.95680676,f,g,o,f,e,w,17.03356605,17.02887918,w,t,g,d,u
p,13.60289355,f,g,e,f,e,w,16.76322518,17.0268798,w,t,p,d,w
p,15.52387071,x,h,e,f,e,w,16.35912499,17.02483674,w,t,g,d,w
p,14.88313864,f,h,e,f,e,w,16.65013094,17.02255885,w,t,p,d,u
p,13.99117188,x,h,o,f,e,w,17.37561337,17.02034023,w,t,g,d,u
p,15.94058146,x,h,e,f,e,w,16.21724123,17.01934608,w,t,g,d,u
p,14.0703381,f,g,o,f,e,w,17.3149681,17.01868819,w,t,g,d,a
p,14.71707602,x,g,e,f,e,w,17.06427805,17.01379467,w,t,g,d,w
p,14.27452571,x,h,e,f,e,w,15.79726265,17.00658978,w,t,p,d,a
p,14.42338654,x,h,e,f,e,w,17.08468317,17.0104974,w,t,p,d,u
p,14.52251039,f,g,e,f,e,w,16.68963003,17.02153107,w,t,g,d,u
p,13.99294179,f,g,o,f,e,w,17.31663909,17.00560369,w,t,p,d,w
p,15.53545592,x,h,e,f,e,w,17.13201461,16.97725532,w,t,g,d,u
p,15.03549344,x,g,e,f,e,w,16.94632641,17.0336517,w,t,g,d,u
p,14.24055625,x,h,e,f,e,w,16.82729427,16.98578164,w,t,p,d,a
p,16.70064815,x,g,o,f,e,w,17.46861681,16.99865696,w,t,p,d,u
p,14.80779958,x,h,o,f,e,w,17.47538644,16.99257018,w,t,g,d,w
p,15.76654277,x,g,o,f,e,w,16.76529404,16.99912636,w,t,p,d,a
p,15.77473373,f,h,o,f,e,w,17.55485299,17.00848899,w,t,g,d,w
p,13.66340564,x,g,e,f,e,w,17.00448511,16.98296893,w,t,p,d,u
p,14.98821743,x,g,o,f,e,w,16.5019586,16.93838815,w,t,g,d,w
p,14.67616489,f,g,o,f,e,w,16.84659807,16.98529617,w,t,g,d,w
p,14.89738183,x,g,e,f,e,w,17.66832578,17.09127477,w,t,p,d,w
p,14.56729904,x,g,o,f,e,w,15.97858478,16.97675727,w,t,g,d,a
p,14.01853212,x,h,e,f,e,w,16.5742054,16.75902982,w,t,g,d,a
p,15.29164425,f,g,o,f,e,w,17.38926758,17.22932948,w,t,p,d,w
p,14.08166867,x,h,o,f,e,w,15.97239118,16.84021076,w,t,p,d,a
p,15.15667983,x,g,o,f,e,w,17.07244706,16.99928718,w,t,g,d,u
p,15.25643252,f,g,o,f,e,w,17.15922272,17.01504601,w,t,p,d,u
p,15.55920917,f,h,e,f,e,w,17.13878786,16.9680603,w,t,p,d,w
p,14.9543717,x,h,o,f,e,w,16.40999599,16.86753271,w,t,p,d,w
p,15.51122145,x,g,o,f,e,w,17.06112342,16.96938735,w,t,g,d,w
p,16.31659068,f,h,e,f,e,w,18.44285576,17.16479419,w,t,g,d,u
p,13.3508564,f,h,e,f,e,w,15.79535689,16.72516196,w,t,p,d,a
p,15.43606527,x,h,o,f,e,w,17.7747284,17.06590967,w,t,g,d,w
p,14.63887765,x,g,e,f,e,w,17.03059193,16.93630698,w,t,g,d,w
p,14.63482521,x,g,e,f,e,w,17.28995073,16.95299563,w,t,g,d,w
p,14.43264505,f,g,o,f,e,w,17.12407338,16.95080205,w,t,g,d,w
p,14.35969619,f,g,e,f,e,w,16.79134331,16.94860403,w,t,p,d,u
p,15.29974603,x,g,o,f,e,w,17.26581492,16.9464016,w,t,p,d,w
p,14.6991235,x,g,o,f,e,w,17.3656589,16.94419478,w,t,g,d,a
p,14.4368933,f,h,o,f,e,w,16.60346332,16.94198361,w,t,p,d,a
p,13.85623669,x,g,e,f,e,w,17.07116618,16.93976812,w,t,p,d,w
p,14.9542264,x,g,o,f,e,w,17.04962638,16.93754836,w,t,g,d,a
p,17.33970267,x,g,o,f,e,w,17.48838082,16.93532435,w,t,p,d,u
p,16.72058053,x,g,e,f,e,w,17.24120077,16.93309615,w,t,g,d,a
p,15.1010078,f,h,o,f,e,w,16.60987558,16.93086378,w,t,p,d,w
p,14.74465884,f,g,e,f,e,w,17.8049128,16.92862726,w,t,g,d,w
p,14.95284222,x,g,e,f,e,w,17.3995157,16.92638664,w,t,g,d,u
p,14.60760131,f,g,o,f,e,w,16.32194269,16.92414197,w,t,g,d,u
p,12.97062553,f,g,e,f,e,w,17.07492935,16.9218933,w,t,p,d,a
p,13.6635643,f,g,e,f,e,w,16.91205999,16.91964068,w,t,p,d,u
p,14.98326998,f,g,e,f,e,w,17.36051961,16.91738417,w,t,g,d,w
p,15.35741392,x,g,e,f,e,w,17.39728702,16.91512384,w,t,p,d,a
p,16.55029062,x,h,o,f,e,w,16.91781525,16.91285973,w,t,g,d,u
p,15.32493403,f,g,e,f,e,w,16.60492564,16.91059193,w,t,g,d,w
p,13.70674351,f,h,e,f,e,w,16.75475922,16.90832049,w,t,p,d,u
p,15.74280589,x,h,e,f,e,w,17.23075907,16.90604544,w,t,g,d,u
p,16.03247869,f,h,o,f,e,w,17.67719119,16.9037668,w,t,g,d,w
p,14.62604225,x,h,e,f,e,w,16.77442937,16.90148457,w,t,p,d,w
p,14.1497238,f,g,o,f,e,w,17.26979859,16.89919873,w,t,g,d,u
p,13.7785508,x,g,e,f,e,w,17.17793811,16.89690928,w,t,g,d,a
p,15.37600946,f,h,e,f,e,w,17.76486406,16.8946162,w,t,p,d,w
p,15.58789432,x,g,o,f,e,w,17.80378014,16.89231943,w,t,g,d,a
p,14.31268639,f,g,o,f,e,w,17.1151465,16.89001893,w,t,p,d,w
p,15.82595979,f,g,o,f,e,w,16.55227153,16.88771464,w,t,p,d,w
p,14.18875914,f,h,o,f,e,w,16.44003459,16.88540652,w,t,p,d,w
p,14.38857778,f,h,o,f,e,w,16.69672507,16.88309453,w,t,g,d,a
p,14.33473958,x,g,o,f,e,w,17.31389916,16.88077862,w,t,g,d,a
p,15.38147067,x,h,o,f,e,w,17.65066048,16.87845867,w,t,g,d,u
p,16.24980651,x,g,o,f,e,w,17.25236612,16.87613459,w,t,p,d,a
p,12.72911059,f,g,o,f,e,w,16.46687478,16.87380623,w,t,g,d,a
p,14.63784703,f,h,o,f,e,w,16.67347019,16.87147347,w,t,g,d,u
p,14.71038511,x,h,e,f,e,w,16.62081414,16.86913624,w,t,p,d,u
p,16.17364072,f,h,o,f,e,w,16.80257717,16.86679442,w,t,g,d,u
p,12.89344808,x,g,o,f,e,w,16.8792181,16.86444794,w,t,g,d,a
p,14.60511941,f,h,e,f,e,w,16.71362582,16.86209669,w,t,p,d,u
p,15.32871776,f,h,o,f,e,w,16.81384763,16.8597406,w,t,p,d,a
p,14.63662662,f,g,o,f,e,w,17.03808842,16.85737957,w,t,g,d,w
p,14.70857058,x,h,o,f,e,w,16.16657425,16.85501358,w,t,g,d,a
p,13.94347974,f,g,e,f,e,w,16.57952032,16.85264255,w,t,p,d,u
p,14.62030588,f,g,o,f,e,w,16.72821885,16.85026635,w,t,g,d,a
p,14.4801488,f,h,e,f,e,w,16.65523238,16.8479242,w,t,p,d,u
p,14.08677556,x,g,o,f,e,w,16.45215209,16.84572415,w,t,p,d,w
p,14.43066397,f,h,o,f,e,w,16.12754909,16.84333877,w,t,g,d,u
p,15.98650469,x,g,o,f,e,w,17.43646654,16.8396633,w,t,p,d,u
p,14.83002017,f,h,o,f,e,w,16.74071157,16.83571247,w,t,p,d,a
p,14.97148552,x,g,o,f,e,w,16.82362422,16.83632939,w,t,p,d,u
p,14.4941877,f,h,e,f,e,w,15.91287393,16.84062204,w,t,g,d,u
p,13.46096972,f,g,o,f,e,w,16.45297277,16.83742085,w,t,p,d,w
p,13.11280037,x,h,o,f,e,w,15.99905825,16.82391933,w,t,g,d,u
p,17.37094545,f,h,o,f,e,w,17.48549791,16.81119591,w,t,p,d,u
p,12.73879094,f,g,o,f,e,w,16.33812416,16.806652,w,t,g,d,a
p,13.70315156,f,g,o,f,e,w,15.71682975,16.81639866,w,t,g,d,w
p,14.84853214,x,h,e,f,e,w,16.3248382,16.8703333,w,t,g,d,w
p,14.97581575,f,g,e,f,e,w,16.79418762,17.02898663,w,t,p,d,u
p,11.70921492,x,h,o,f,e,w,15.59220921,16.19863132,w,t,g,d,w
p,16.93593374,x,h,e,f,e,w,17.46637857,17.41881502,w,t,g,d,w
p,14.23727481,x,h,o,f,e,w,16.41961452,16.5361313,w,t,p,d,w
p,15.60164325,x,h,e,f,e,w,16.43016754,16.85391954,w,t,p,d,a
p,14.66077409,f,h,o,f,e,w,17.09615283,16.80397948,w,t,p,d,a
p,12.90717503,f,h,o,f,e,w,16.16444831,16.80148492,w,t,p,d,a
p,15.11885509,f,g,e,f,e,w,16.65970897,16.79898593,w,t,g,d,a
p,13.89365792,x,h,e,f,e,w,16.32765832,16.79648297,w,t,g,d,w
p,12.29192272,f,h,e,f,e,w,16.8563741,16.7939766,w,t,p,d,u
p,16.93729355,x,h,o,f,e,w,17.12140686,16.79146742,w,t,p,d,u
p,15.26125591,f,h,o,f,e,w,17.14576333,16.78895615,w,t,g,d,a
p,14.77452751,f,h,e,f,e,w,16.54701697,16.78644366,w,t,p,d,w
p,13.57477527,f,h,o,f,e,w,15.48475851,16.78393089,w,t,p,d,w
p,13.16595909,x,g,e,f,e,w,15.2302239,16.78141885,w,t,g,d,u
p,15.04380411,f,g,o,f,e,w,16.17984143,16.77890866,w,t,p,d,a
p,14.91507658,f,g,e,f,e,w,16.96671785,16.77640154,w,t,p,d,u
p,14.20304537,x,h,o,f,e,w,17.08639527,16.77389883,w,t,g,d,a
p,14.004898,x,h,e,f,e,w,17.03607424,16.77140204,w,t,p,d,w
p,15.10403139,x,g,e,f,e,w,16.79491951,16.76892735,w,t,g,d,a
p,14.48121002,x,g,e,f,e,w,16.63912515,16.76651654,w,t,p,d,a
p,13.66724211,f,g,e,f,e,w,16.1943463,16.76401256,w,t,p,d,u
p,13.60584366,x,h,e,f,e,w,16.77344284,16.76090471,w,t,g,d,a
p,14.86705044,f,h,e,f,e,w,16.60521469,16.75798421,w,t,p,d,w
p,14.77741588,f,h,o,f,e,w,16.18687305,16.75837941,w,t,g,d,u
p,15.47676012,x,g,e,f,e,w,16.37669635,16.75970905,w,t,p,d,a
p,14.3638459,f,h,o,f,e,w,16.20569166,16.7497077,w,t,g,d,w
p,13.26728504,f,g,o,f,e,w,16.32810445,16.73353685,w,t,g,d,w
p,14.0205632,f,g,e,f,e,w,16.29765008,16.7472077,w,t,g,d,u
p,16.13810217,x,g,e,f,e,w,17.64526873,16.78002234,w,t,g,d,u
p,12.78190125,x,h,o,f,e,w,15.72485722,16.7405293,w,t,g,d,u
p,13.10250189,x,g,o,f,e,w,17.29544513,16.66761212,w,t,p,d,w
p,16.10577701,f,g,o,f,e,w,16.41448321,16.82161011,w,t,p,d,u
p,13.59492436,x,g,o,f,e,w,15.93896877,16.69674869,w,t,g,d,a
p,14.92310299,x,g,o,f,e,w,16.41234871,16.73994046,w,t,g,d,u
p,14.86795902,x,g,o,f,e,w,17.59054344,16.7308342,w,t,p,d,w
p,15.1956569,x,g,e,f,e,w,16.46227345,16.72844266,w,t,p,d,u
p,15.33695833,f,h,e,f,e,w,16.97334172,16.72600981,w,t,p,d,a
p,14.18560294,f,h,e,f,e,w,16.32533992,16.72352172,w,t,p,d,u
p,12.43284057,f,g,o,f,e,w,16.10755882,16.72096305,w,t,g,d,w
p,13.97322635,x,g,e,f,e,w,16.95669051,16.71831647,w,t,p,d,u
p,14.78934421,f,g,o,f,e,w,16.55212428,16.71557168,w,t,g,d,a
p,16.47223928,x,g,e,f,e,w,17.15903921,16.71273355,w,t,g,d,w
p,15.52244617,f,g,o,f,e,w,16.45295298,16.70981498,w,t,p,d,w
p,11.46402794,x,h,o,f,e,w,15.89061094,16.70684067,w,t,g,d,u
p,14.3730674,f,g,e,f,e,w,16.47875999,16.7038425,w,t,g,d,a
p,13.69411008,f,h,e,f,e,w,16.69118257,16.70084984,w,t,p,d,u
p,13.42176127,f,h,e,f,e,w,16.82585723,16.69790646,w,t,g,d,a
p,13.16719415,f,g,e,f,e,w,16.53299799,16.69507327,w,t,g,d,w
p,13.56566187,x,g,e,f,e,w,16.10348418,16.69239009,w,t,g,d,w
p,17.10555599,x,g,o,f,e,w,17.34298038,16.68986049,w,t,p,d,a
p,12.28597525,x,h,o,f,e,w,16.32452036,16.68746615,w,t,p,d,u
